epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,693.207,0.57703,0.36825,0.85021,0.90066,0.89263,0.92669,0.73318,0.72892,0.41544,0.94598,5.94964e-05,5.94964e-05,5.94964e-05
186,696.849,0.58493,0.37272,0.85304,0.89905,0.89515,0.92608,0.73322,0.73191,0.41853,0.94822,5.61947e-05,5.61947e-05,5.61947e-05
187,700.527,0.58056,0.37064,0.85724,0.89867,0.89287,0.92539,0.72974,0.73189,0.41795,0.94704,5.28931e-05,5.28931e-05,5.28931e-05
188,704.313,0.57733,0.368,0.85736,0.90085,0.89048,0.92709,0.73035,0.73086,0.41888,0.94604,4.95914e-05,4.95914e-05,4.95914e-05
189,707.861,0.57981,0.37321,0.84958,0.89635,0.89419,0.92516,0.73114,0.73088,0.42145,0.94692,4.62898e-05,4.62898e-05,4.62898e-05
190,711.502,0.56197,0.36132,0.84488,0.8964,0.89465,0.92481,0.73091,0.72941,0.42069,0.94638,4.29882e-05,4.29882e-05,4.29882e-05
191,717.106,0.55714,0.34541,0.83916,0.92136,0.86936,0.9229,0.72078,0.7406,0.4226,0.95099,3.96865e-05,3.96865e-05,3.96865e-05
192,720.819,0.55025,0.34559,0.83471,0.90245,0.88768,0.92157,0.7156,0.74623,0.4229,0.95324,3.63849e-05,3.63849e-05,3.63849e-05
193,724.456,0.52178,0.3297,0.84073,0.88676,0.89867,0.92069,0.71594,0.74451,0.42095,0.95069,3.30832e-05,3.30832e-05,3.30832e-05
194,728.217,0.53352,0.33553,0.83331,0.89702,0.89238,0.92019,0.71406,0.74536,0.4225,0.95114,2.97816e-05,2.97816e-05,2.97816e-05
195,731.854,0.53623,0.33418,0.83813,0.89614,0.89041,0.92018,0.71369,0.74273,0.42132,0.94943,2.64799e-05,2.64799e-05,2.64799e-05
196,735.39,0.52944,0.33087,0.83221,0.88149,0.89287,0.9194,0.7124,0.74638,0.42119,0.9517,2.31783e-05,2.31783e-05,2.31783e-05
197,738.986,0.53061,0.3333,0.83547,0.92668,0.85915,0.91961,0.71382,0.74398,0.42107,0.95074,1.98766e-05,1.98766e-05,1.98766e-05
198,742.703,0.52476,0.32861,0.83218,0.92335,0.86039,0.91965,0.71631,0.74068,0.41885,0.94874,1.6575e-05,1.6575e-05,1.6575e-05
199,746.263,0.51382,0.3244,0.83042,0.92234,0.86423,0.9203,0.71796,0.73842,0.41881,0.94833,1.32733e-05,1.32733e-05,1.32733e-05
200,749.816,0.51503,0.32685,0.83513,0.9201,0.8647,0.92131,0.71825,0.74044,0.41873,0.94893,9.97165e-06,9.97165e-06,9.97165e-06
